,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
868,FideoCocina,hice pan,"Ushuaia, Tierra del Fuego.",89,94,4407,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
869,chelsea4lyfe93,"I lay hard-hitting truths and facts on the table, piss off if you can't handle it",,190,149,3222,1,Haas drivers watching all the drama between Verstappen and Hamilton after crashing out early 😂#Formula1 #SaudiArabianGP https://t.co/dRfCAUXh0x,"['Formula1', 'SaudiArabianGP']"
870,mhadrzl,,,116,225,20106,3924,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
871,Juicy_chickenp,アホンダのフィット1.5sって車乗ってるんですよ #船橋ピーナッツレーシング #船橋落花生レーシング#チリガバレーシング,#船橋ピーナッツレーシング,1400,498,112644,32,"""The team did a good job and I thought I drove a good race, but the red flags changed everything.” 🚩😳

@LandoNorris shares his thoughts on the #SaudiArabianGP. Hear from the rest of the team too. 💬👇",[]
872,theHman10,Dream Big,Azores,320,31,637,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
873,liaplamadeala,"• #Ski, #Tennis and #F1 lover • Discovering & connecting people for a living","Paris, France",455,413,5188,325,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
874,LucasEnzo96,Argentinian. World class idiot,Miami,1216,315,11323,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
875,afonsoc20,18y,"Valongo, Portugal",284,310,9396,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
876,LedschendSword,Odyssey. 🇵🇹 ,,260,12,798,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
877,AmatassoD,,Senegal,1472,1001,27662,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
878,Mybtro,#ShibArmy community member. $shib Mooning!,,41,112,1240,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
879,SublimityRacing,Quest to be One of the Best,"New Bern, North Carolina ",24,7,149,325,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
880,OliverBoisen,"22| Followed by @ManCity 💙💙, McLarenF1 🧡🧡, @SamLee, @442oons | React merchant | RIP Colin Bell",In KDB's basement ,4992,2416,57967,50,"STANDINGS 📊

PREMA take the Teams' Title but the Drivers' Championship goes down to the final round

#SaudiArabianGP 🇸🇦 #F2 https://t.co/vDLvm3ennN","['SaudiArabianGP', 'F2']"
881,Beyond_The_Flag,"🏁Beyond the Flag🏁 is your #1 source for NASCAR, IndyCar and F1 NEWS, RUMORS, COMMENTARY, ANALYSIS! Part of @fansided network. RT/Like not always endorsement",At the Race Track,2050,3575,28988,50,"All the best bits from an unforgettable evening in Jeddah 🎥

#SaudiArabianGP 🇸🇦 #F1","['SaudiArabianGP', 'F1']"
882,enikmaduthu,ini idh kandittu endoot cheyaana,enthinaa? ,1226,1231,13511,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
883,JakeTheCamper,"""shoulda gone for the cupcake!""",,665,81,39795,2413,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
884,YesAviation,"@McLarenF1 @RedbullRacing
I fly planes and study nutrition and sports medicine
Software Developer and 3D Model Artist

I like things that go fast","Denver, Colorado",2206,69,180,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
885,realmurilomoura,"Engenheiro de Produção
Mestre Cervejeiro
Apaixonado em Fórmula 1
Comentarista de Assuntos Aleatórios",Brasil,1362,478,10216,325,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
886,3emeMiTemps__,"3èmeMiTemps :
Suspendu par réclamation d'une société qui s'est faite usurper son identité 🤷‍♂️🙃
Hésitez pas à refollow !
#SRFC #BVB #Bundesliga #BahYes","Dortmund, Allemagne",228,509,13470,325,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
887,Robvandenelst,"Vader van 2 dochters, geboren Tukker. Digitize the fashion industry.",,2770,295,2146,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
888,EduardoEdloz73,"Me gusta la fotografía y bloguear. Aquí verán enlaces a mis espacios para que vean cuanto pasa por mi cabeza, mi corazón y mis tripas.","Guadalajara, Jalisco",4965,2282,20227,340,"Our top 🔟 under the lights!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/cjkswSYiBn","['SaudiArabianGP', 'F1']"
889,Fran14batista,"TONI KROOS 8💎
Una gran casualidad💙
MAX VERSTAPPEN🔥💘
Lewis Hamilton🎱","Ourense, Miña casa ",245,106,1917,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
890,kk5us,McLaren F1 Fan,,260,73,1488,150,"A tricky day for @LandoNorris, but he's looking on the positive side. ☺️

One more to go, Lando. 💪

#SaudiArabianGP 🇸🇦 https://t.co/xMn8hskuZf",['SaudiArabianGP']
891,catmanf1,@MissedApexF1 podcaster & @HelmetClubUK founder,"London, UK",154,1407,3733,124,People ask why I keep tweeting about bad things @Max33Verstappen does. Well here’s your answer. He’s keeps doing them. Awful things. Things that get stamped out of most people in junior categories. His driving is illegal - and he does it far far too often. #F1 #SaudiArabianGP,[]
892,almajgg7,,,3495,1712,239406,67,"Max fixing his microphone: ""Test, test, test.""

😆

#SaudiArabianGP https://t.co/lCJwkKkC28",['SaudiArabianGP']
893,formulavedu,he/him | 19 | Ferrari | CL 16 | Chelsea 💙,"Boston, MA",663,529,2473,2,"What got overlooked in all the chaos was how a conveniently timed VSC lead to Hamilton's overtaking opportunity

Every lap the differences were +-
-0.7s after S1
-1.2s after S2 (dirty air)
-1.5s before final hairpin
-0.7s again after S1 (slipstream)

(1/2)
#SaudiArabianGP #f1twt",[]
894,Danke_Mersi,Null,Null,5074,5993,49802,325,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
895,Theo_Mouton_,,"Provence-Alpes-Côte d'Azur, France",163,131,4257,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
896,GraceStins,,Den Haag,1372,61,9306,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
897,Robski316,,Reading,197,82,2866,2719,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
898,SteveStevens47,@F1 Fan+Support @BristolCity+@LFC +F1/ Football/FormulaE/IndyCar/MotoGP/WSeries/General News+Polls/Horoscopes #211 #LN4 #JFT97 #YNWA - @SteveStevens50 Other Acc,"🔴Bristol, England🔴",83,9735,1366469,9,"It looked so good for a moment there. Some days, it doesn't go your way. This was a tough one. Hold your head high, Seb. 👊 

#SaudiArabianGP #F1 https://t.co/XCvjcmqlC7",[]
899,JamesCa81902492,"I love to paint and design. I was born in Indianapolis, IN. I am also a creater and designer on Zazzle","Duluth, MN",154,138,12725,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
900,snirors2,.,"Murcia, España",281,22,1272,2721,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
901,dell300v0116,【俺がスライダックだ】バイク・くるま：GB250／GSR250／MercedesCLAshootingbreak ゲーム：apexPS4:gratiner ／ apexPC:Satojun_Hitacchi ※しょーもないことしか呟きません,博多区4割、日田2割、熊本4割【いま:ニューカレドニア】,860,827,195431,2413,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
902,SteveStevens47,@F1 Fan+Support @BristolCity+@LFC +F1/ Football/FormulaE/IndyCar/MotoGP/WSeries/General News+Polls/Horoscopes #211 #LN4 #JFT97 #YNWA - @SteveStevens50 Other Acc,"🔴Bristol, England🔴",83,9735,1366469,7,"What a drive. P18 to P11. You did us proud, @lance_stroll. 💚 

#SaudiArabianGP #F1 https://t.co/61qlzo8jAN","['SaudiArabianGP', 'F1']"
903,fouad_hage,.,Lebanon,433,182,8218,2413,"Max is your #F1DriverOfTheDay in Jeddah

#SaudiArabianGP 🇸🇦 #F1 https://t.co/FyWnWcXvYY","['F1DriverOfTheDay', 'SaudiArabianGP', 'F1']"
904,_cps84,"All views my own. Nothing related to my work or any person there connected. 
RT ≠ endorsement. 🇮🇪","Dublin, Ireland",912,256,15557,1560,"The big talking point from Jeddah 😱

#SaudiArabianGP 🇸🇦 #F1 https://t.co/bkWWqlcbyO","['SaudiArabianGP', 'F1']"
905,Steviee333Henry,BLACK | NOIR | NYEUSI | 11/11,Konohagakure,1033,964,45804,76,Verstappen leads the championship by virtue of his ‘win’ at Spa. Let that sink in. Madness… #F1 #SaudiArabianGP 🇸🇦,"['F1', 'SaudiArabianGP']"
906,snapbackseb,my biggest achievement is having started the checolution | she/her | 22 | 🇧🇷,SV5 SP11 | PO5 | LFC,1583,1507,36225,3,"Can Red Bull and Alpine please team up to make the stewards look at Bottas slowing down, so Esteban can get his deserved podium back 

#SaudiArabianGP #F1",[]
907,RedKalaharian,@ChelseaFC fan,Namibia,4654,4370,235443,1731,"LEWIS: ""I've been racing a long time, but that was incredibly tough! I tried to be as tough and as sensible as I could out there, with all my experience over the years... It as difficult, but we persevered as a team""

#SaudiArabianGP 🇸🇦 #F1 https://t.co/chzxvXuiaW",[]
908,MikaLongue,,,591,72,5092,4,".@TPourchaire has confirmed that he is ""fine"" after being involved in a frightening #F2 start line crash with Enzo Fittipaldi in the feature race at the #SaudiArabianGP: 

https://t.co/3Sn2NxLYEv",['F2']
909,TophAzula,Now on the wrong side of my twenties. 😭 I like tea and anime and acnh and avatar and many more... 💜🥰 pfp by @litarnes,,112,41,2405,326,"So, so close to a second podium of the season for @OconEsteban!

@ValtteriBottas got him on the line 🤏

#SaudiArabianGP 🇸🇦 #F1 https://t.co/fYaONE7EPm","['SaudiArabianGP', 'F1']"
910,sportlovergs,"tennis (RF), snooker (Ronnie), f1 (Max), football (ManU) ❤️🧡",,458,260,820,2721,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
911,Jon_79Davies,I'm fighting ... Are you?! #NoVaccinePassports #NoVaccinePassportsAnywhere,"Hailsham, England",2483,714,36821,2721,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
912,kushacker,•Santé.Famille.Argent•Apaisez vos cœurs• Bordeaux.Marseille,"Marseille, France",387,263,7674,15136,"ONE RACE TO GO. ZERO POINTS IN IT.

Who wins?!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/6RfnXMutH7","['SaudiArabianGP', 'F1']"
913,BeckleyHaven,"“I think, therefore I am”. Rene Descartes. Don’t get it twisted, I am only here for Harry & Meghan & their little ones. Queen Doria & MVP Rule. #Sussexsquad",,87,15,994,3925,"DRIVER STANDINGS

For the first time since 1974, our top two go into the finale TIED on points 🤯

#SaudiArabianGP 🇸🇦 #F1 https://t.co/aWnshxNyT7","['SaudiArabianGP', 'F1']"
914,SteveStevens47,@F1 Fan+Support @BristolCity+@LFC +F1/ Football/FormulaE/IndyCar/MotoGP/WSeries/General News+Polls/Horoscopes #211 #LN4 #JFT97 #YNWA - @SteveStevens50 Other Acc,"🔴Bristol, England🔴",83,9735,1366469,1731,"LEWIS: ""I've been racing a long time, but that was incredibly tough! I tried to be as tough and as sensible as I could out there, with all my experience over the years... It as difficult, but we persevered as a team""

#SaudiArabianGP 🇸🇦 #F1 https://t.co/chzxvXuiaW",[]
915,TBHeavyIndustry,ぴっかぁぁぁぁぁぁぁごろごろごろごろごろごろ(おおさこ,TL核攻撃定期,609,199,2642,1560,"The big talking point from Jeddah 😱

#SaudiArabianGP 🇸🇦 #F1 https://t.co/bkWWqlcbyO","['SaudiArabianGP', 'F1']"
916,BeckfordMalachi,,"London, England Lewisham",4975,520,59585,1018,"Final classification after a crazy race in Jeddah 👇

#SaudiArabianGP 🇸🇦 #F1 https://t.co/d1pvEnL5Ei","['SaudiArabianGP', 'F1']"
917,pavlichenko309,"No soy Liudmila, tampoco tengo su valentía ni su puntería, pero si su odio a los fascistas.",,283,73,6114,6994,"Anyone else have the EXACT same reactions as @alo_oficial in the closing moments of qualifying? 👀

🎥 x @ZS_Racing 

#SaudiArabianGP 🇸🇦 #F1 https://t.co/9W99dKA0bM",['SaudiArabianGP']
918,bhachyyy,"#bitcoin
eternal life, green energy.",the internet,39,80,91,2721,"Where to start? We finished 2nd, after an eventful race and a lot of things happened that I don’t fully agree with. I went for it on track and gave it my all. Thanks to all fans, for supporting me and voting me Driver Of The Day! On to Abu Dhabi #KeepPushing 🇸🇦 #SaudiArabianGP https://t.co/5kV8083ebd",[]
919,OliverBoisen,"22| Followed by @ManCity 💙💙, McLarenF1 🧡🧡, @SamLee, @442oons | React merchant | RIP Colin Bell",In KDB's basement ,4992,2416,57967,120,No further action between Leclerc and Perez after their collision that caused the second red flag #F1 #SaudiArabianGP,"['F1', 'SaudiArabianGP']"
920,Diggrich_,"We moeten nooit ophouden met spreken.      

                                                We should never stop speaking.",,1090,1755,333389,0,"'And then he brake-tested me'!
@wtf1official
#SaudiArabianGP https://t.co/xCu2rVcPLn",['SaudiArabianGP']
921,BONJOVI_2021,I like... CAR 💙 FORMULA1 💙 MUSIC 💙 FASHION 💙 OKINAWA 💙 さまぁ～ず 💙,"《 Fukuoka,Japan 》伊都国",101,55,3981,340,"Our top 🔟 under the lights!

#SaudiArabianGP 🇸🇦 #F1 https://t.co/cjkswSYiBn","['SaudiArabianGP', 'F1']"
922,SteveStevens47,@F1 Fan+Support @BristolCity+@LFC +F1/ Football/FormulaE/IndyCar/MotoGP/WSeries/General News+Polls/Horoscopes #211 #LN4 #JFT97 #YNWA - @SteveStevens50 Other Acc,"🔴Bristol, England🔴",83,9735,1366471,573,"VALTTERI: ""It was not an easy day with all the red flags. It wasn't easy to overtake but I just kept pushing and it was great to take the podium place right at the end there""

#SaudiArabianGP 🇸🇦 #F1 https://t.co/lllbe1Nhfw",[]
